Fecha;Origen;Destino;Viajes
18-03-2020;Macul;El Bosque;100
18-03-2020;Macul;Estacion Central;481
18-03-2020;Macul;Huechuraba;71
18-03-2020;Macul;Independencia;293
18-03-2020;Macul;La Cisterna;270
18-03-2020;Macul;La Florida;1946
18-03-2020;Macul;La Granja;105
18-03-2020;Macul;La Pintana;110
18-03-2020;Macul;La Reina;283
18-03-2020;Macul;Las Condes;1086
18-03-2020;Macul;Lo Barnechea;83
18-03-2020;Macul;Lo Espejo;91
18-03-2020;Macul;Lo Prado;337
18-03-2020;Macul;Macul;2511
18-03-2020;Macul;Maipu;363
18-03-2020;Macul;Nunoa;2186
18-03-2020;Macul;Pedro Aguirre Cerda;288
18-03-2020;Macul;Penalolen;926
18-03-2020;Macul;Providencia;2168
18-03-2020;Macul;Pudahuel;286
18-03-2020;Macul;Puente Alto;1254
18-03-2020;Macul;Quilicura;297
18-03-2020;Macul;Quinta Normal;236
18-03-2020;Macul;Recoleta;441
18-03-2020;Macul;Renca;94
18-03-2020;Macul;San Bernardo;183
18-03-2020;Macul;San Joaquin;597
18-03-2020;Macul;San Miguel;418
18-03-2020;Macul;San Ramon;156
18-03-2020;Macul;Santiago;3836
18-03-2020;Macul;Vitacura;125
18-03-2020;Maipu;Cerrillos;2583
18-03-2020;Maipu;Cerro Navia;458
18-03-2020;Maipu;Conchali;278
18-03-2020;Maipu;El Bosque;160
18-03-2020;Maipu;Estacion Central;6274
18-03-2020;Maipu;Huechuraba;221
18-03-2020;Maipu;Independencia;548
18-03-2020;Maipu;La Cisterna;451
18-03-2020;Maipu;La Florida;695
18-03-2020;Maipu;La Granja;81
18-03-2020;Maipu;La Pintana;86
18-03-2020;Maipu;La Reina;445
18-03-2020;Maipu;Las Condes;4056
18-03-2020;Maipu;Lo Barnechea;231
18-03-2020;Maipu;Lo Espejo;359
18-03-2020;Maipu;Lo Prado;1109
18-03-2020;Maipu;Macul;346
18-03-2020;Maipu;Maipu;27705
18-03-2020;Maipu;Nunoa;2133
18-03-2020;Maipu;Pedro Aguirre Cerda;357
18-03-2020;Maipu;Penalolen;332
18-03-2020;Maipu;Providencia;6020
18-03-2020;Maipu;Pudahuel;1593
18-03-2020;Maipu;Puente Alto;250
18-03-2020;Maipu;Quilicura;497
18-03-2020;Maipu;Quinta Normal;671
18-03-2020;Maipu;Recoleta;1351
18-03-2020;Maipu;Renca;369
18-03-2020;Maipu;San Bernardo;485
18-03-2020;Maipu;San Joaquin;516
18-03-2020;Maipu;San Miguel;711
18-03-2020;Maipu;San Ramon;120
18-03-2020;Maipu;Santiago;12395
18-03-2020;Maipu;Vitacura;573
18-03-2020;Nunoa;Cerrillos;866
18-03-2020;Nunoa;Cerro Navia;577
18-03-2020;Nunoa;Conchali;847
18-03-2020;Nunoa;El Bosque;388
18-03-2020;Nunoa;Estacion Central;1880
18-03-2020;Nunoa;Huechuraba;267
18-03-2020;Nunoa;Independencia;1178
18-03-2020;Nunoa;La Cisterna;1141
18-03-2020;Nunoa;La Florida;3300
18-03-2020;Nunoa;La Granja;251
18-03-2020;Nunoa;La Pintana;430
18-03-2020;Nunoa;La Reina;1774
18-03-2020;Nunoa;Las Condes;3057
18-03-2020;Nunoa;Lo Barnechea;179
18-03-2020;Nunoa;Lo Espejo;303
18-03-2020;Nunoa;Lo Prado;1673
18-03-2020;Nunoa;Macul;2828
18-03-2020;Nunoa;Maipu;1579
18-03-2020;Nunoa;Nunoa;10441
18-03-2020;Nunoa;Pedro Aguirre Cerda;833
18-03-2020;Nunoa;Penalolen;4227
18-03-2020;Nunoa;Providencia;5824
18-03-2020;Nunoa;Pudahuel;1267
18-03-2020;Nunoa;Puente Alto;3461
18-03-2020;Nunoa;Quilicura;1327
18-03-2020;Nunoa;Quinta Normal;766
18-03-2020;Nunoa;Recoleta;1394
18-03-2020;Nunoa;Renca;371
18-03-2020;Nunoa;San Bernardo;841
18-03-2020;Nunoa;San Joaquin;506
18-03-2020;Nunoa;San Miguel;1150
18-03-2020;Nunoa;San Ramon;509
18-03-2020;Nunoa;Santiago;14061
18-03-2020;Nunoa;Vitacura;268
18-03-2020;Pedro Aguirre Cerda;Cerrillos;485
18-03-2020;Pedro Aguirre Cerda;Cerro Navia;49
18-03-2020;Pedro Aguirre Cerda;Conchali;70
18-03-2020;Pedro Aguirre Cerda;El Bosque;204
18-03-2020;Pedro Aguirre Cerda;Estacion Central;926
18-03-2020;Pedro Aguirre Cerda;Huechuraba;79
18-03-2020;Pedro Aguirre Cerda;Independencia;147
18-03-2020;Pedro Aguirre Cerda;La Cisterna;392
18-03-2020;Pedro Aguirre Cerda;La Florida;399
18-03-2020;Pedro Aguirre Cerda;La Granja;37
18-03-2020;Pedro Aguirre Cerda;La Pintana;96
18-03-2020;Pedro Aguirre Cerda;La Reina;273
18-03-2020;Pedro Aguirre Cerda;Las Condes;1346
18-03-2020;Pedro Aguirre Cerda;Lo Barnechea;85
18-03-2020;Pedro Aguirre Cerda;Lo Espejo;629
18-03-2020;Pedro Aguirre Cerda;Lo Prado;117
18-03-2020;Pedro Aguirre Cerda;Macul;238
18-03-2020;Pedro Aguirre Cerda;Maipu;462
18-03-2020;Pedro Aguirre Cerda;Nunoa;1022
18-03-2020;Pedro Aguirre Cerda;Pedro Aguirre Cerda;1402
18-03-2020;Pedro Aguirre Cerda;Penalolen;132
18-03-2020;Pedro Aguirre Cerda;Providencia;2168
18-03-2020;Pedro Aguirre Cerda;Pudahuel;102
18-03-2020;Pedro Aguirre Cerda;Puente Alto;234
18-03-2020;Pedro Aguirre Cerda;Quilicura;164
18-03-2020;Pedro Aguirre Cerda;Quinta Normal;93
18-03-2020;Pedro Aguirre Cerda;Recoleta;466
18-03-2020;Pedro Aguirre Cerda;Renca;78
18-03-2020;Pedro Aguirre Cerda;San Bernardo;762
18-03-2020;Pedro Aguirre Cerda;San Joaquin;240
18-03-2020;Pedro Aguirre Cerda;San Miguel;853
18-03-2020;Pedro Aguirre Cerda;San Ramon;75
18-03-2020;Pedro Aguirre Cerda;Santiago;3627
18-03-2020;Pedro Aguirre Cerda;Vitacura;128
18-03-2020;Penalolen;Cerrillos;208
18-03-2020;Penalolen;Cerro Navia;128
18-03-2020;Penalolen;Conchali;199
18-03-2020;Penalolen;El Bosque;159
18-03-2020;Penalolen;Estacion Central;808
18-03-2020;Penalolen;Huechuraba;213
18-03-2020;Penalolen;Independencia;365
18-03-2020;Penalolen;La Cisterna;689
18-03-2020;Penalolen;La Florida;1887
18-03-2020;Penalolen;La Granja;108
18-03-2020;Penalolen;La Pintana;177
18-03-2020;Penalolen;La Reina;1918
18-03-2020;Penalolen;Las Condes;3403
18-03-2020;Penalolen;Lo Barnechea;305
18-03-2020;Penalolen;Lo Espejo;71
18-03-2020;Penalolen;Lo Prado;391
18-03-2020;Penalolen;Macul;1179
18-03-2020;Penalolen;Maipu;250
18-03-2020;Penalolen;Nunoa;3897
18-03-2020;Penalolen;Pedro Aguirre Cerda;153
18-03-2020;Penalolen;Penalolen;5696
18-03-2020;Penalolen;Providencia;4497
18-03-2020;Penalolen;Pudahuel;249
18-03-2020;Penalolen;Puente Alto;1990
18-03-2020;Penalolen;Quilicura;440
18-03-2020;Penalolen;Quinta Normal;226
18-03-2020;Penalolen;Recoleta;480
18-03-2020;Penalolen;Renca;124
18-03-2020;Penalolen;San Bernardo;193
18-03-2020;Penalolen;San Joaquin;236
18-03-2020;Penalolen;San Miguel;411
18-03-2020;Penalolen;San Ramon;313
18-03-2020;Penalolen;Santiago;5241
18-03-2020;Penalolen;Vitacura;492
18-03-2020;Providencia;Cerrillos;1367
18-03-2020;Providencia;Cerro Navia;1597
18-03-2020;Providencia;Conchali;1224
18-03-2020;Providencia;El Bosque;897
18-03-2020;Providencia;Estacion Central;6331
18-03-2020;Providencia;Huechuraba;705
18-03-2020;Providencia;Independencia;1827
18-03-2020;Providencia;La Cisterna;2884
18-03-2020;Providencia;La Florida;6577
18-03-2020;Providencia;La Granja;533
18-03-2020;Providencia;La Pintana;721
18-03-2020;Providencia;La Reina;2040
18-03-2020;Providencia;Las Condes;7838
18-03-2020;Providencia;Lo Barnechea;474
18-03-2020;Providencia;Lo Espejo;677
18-03-2020;Providencia;Lo Prado;5609
18-03-2020;Providencia;Macul;1678
18-03-2020;Providencia;Maipu;3531
18-03-2020;Providencia;Nunoa;5242
18-03-2020;Providencia;Pedro Aguirre Cerda;1764
18-03-2020;Providencia;Penalolen;3378
18-03-2020;Providencia;Providencia;11144
18-03-2020;Providencia;Pudahuel;2644
18-03-2020;Providencia;Puente Alto;7334
18-03-2020;Providencia;Quilicura;1527
18-03-2020;Providencia;Quinta Normal;1840
18-03-2020;Providencia;Recoleta;2586
18-03-2020;Providencia;Renca;1085
18-03-2020;Providencia;San Bernardo;1793
18-03-2020;Providencia;San Joaquin;868
18-03-2020;Providencia;San Miguel;2752
18-03-2020;Providencia;San Ramon;1126
18-03-2020;Providencia;Santiago;23195
18-03-2020;Providencia;Vitacura;858
18-03-2020;Pudahuel;Cerrillos;154
18-03-2020;Pudahuel;Cerro Navia;1599
18-03-2020;Pudahuel;Conchali;268
18-03-2020;Pudahuel;El Bosque;110
18-03-2020;Pudahuel;Estacion Central;2257
18-03-2020;Pudahuel;Huechuraba;141
18-03-2020;Pudahuel;Independencia;463
18-03-2020;Pudahuel;La Cisterna;454
18-03-2020;Pudahuel;La Florida;913
18-03-2020;Pudahuel;La Granja;47
18-03-2020;Pudahuel;La Pintana;79
18-03-2020;Pudahuel;La Reina;442
18-03-2020;Pudahuel;Las Condes;2481
18-03-2020;Pudahuel;Lo Barnechea;209
18-03-2020;Pudahuel;Lo Espejo;89
18-03-2020;Pudahuel;Lo Prado;3063
18-03-2020;Pudahuel;Macul;304
18-03-2020;Pudahuel;Maipu;2020
18-03-2020;Pudahuel;Nunoa;1499
18-03-2020;Pudahuel;Pedro Aguirre Cerda;119
18-03-2020;Pudahuel;Penalolen;303
18-03-2020;Pudahuel;Providencia;3604
18-03-2020;Pudahuel;Pudahuel;8486
18-03-2020;Pudahuel;Puente Alto;415
18-03-2020;Pudahuel;Quilicura;548
18-03-2020;Pudahuel;Quinta Normal;1468
18-03-2020;Pudahuel;Recoleta;1056
18-03-2020;Pudahuel;Renca;499
18-03-2020;Pudahuel;San Bernardo;215
18-03-2020;Pudahuel;San Joaquin;451
18-03-2020;Pudahuel;San Miguel;570
18-03-2020;Pudahuel;San Ramon;99
18-03-2020;Pudahuel;Santiago;10410
18-03-2020;Pudahuel;Vitacura;413
18-03-2020;Puente Alto;Cerrillos;275
18-03-2020;Puente Alto;Cerro Navia;134
18-03-2020;Puente Alto;Conchali;314
18-03-2020;Puente Alto;El Bosque;263
18-03-2020;Puente Alto;Estacion Central;1209
18-03-2020;Puente Alto;Huechuraba;287
18-03-2020;Puente Alto;Independencia;583
18-03-2020;Puente Alto;La Cisterna;1169
18-03-2020;Puente Alto;La Florida;7460
18-03-2020;Puente Alto;La Granja;597
18-03-2020;Puente Alto;La Pintana;739
18-03-2020;Puente Alto;La Reina;2333
18-03-2020;Puente Alto;Las Condes;7585
18-03-2020;Puente Alto;Lo Barnechea;513
18-03-2020;Puente Alto;Lo Espejo;89
18-03-2020;Puente Alto;Lo Prado;614
18-03-2020;Puente Alto;Macul;1821
18-03-2020;Puente Alto;Maipu;203
18-03-2020;Puente Alto;Nunoa;3832
18-03-2020;Puente Alto;Pedro Aguirre Cerda;331
18-03-2020;Puente Alto;Penalolen;2388
18-03-2020;Puente Alto;Providencia;11267
18-03-2020;Puente Alto;Pudahuel;454
18-03-2020;Puente Alto;Puente Alto;21417
18-03-2020;Puente Alto;Quilicura;622
18-03-2020;Puente Alto;Quinta Normal;422
18-03-2020;Puente Alto;Recoleta;1205
18-03-2020;Puente Alto;Renca;170
18-03-2020;Puente Alto;San Bernardo;219
18-03-2020;Puente Alto;San Joaquin;1565
18-03-2020;Puente Alto;San Miguel;946
18-03-2020;Puente Alto;San Ramon;283
18-03-2020;Puente Alto;Santiago;12706
18-03-2020;Puente Alto;Vitacura;1040
18-03-2020;Quilicura;Cerrillos;150
18-03-2020;Quilicura;Cerro Navia;176
18-03-2020;Quilicura;Conchali;3163
18-03-2020;Quilicura;El Bosque;151
18-03-2020;Quilicura;Estacion Central;1263
18-03-2020;Quilicura;Huechuraba;616
18-03-2020;Quilicura;Independencia;2014
18-03-2020;Quilicura;La Cisterna;650
18-03-2020;Quilicura;La Florida;899
18-03-2020;Quilicura;La Granja;71
18-03-2020;Quilicura;La Pintana;103
18-03-2020;Quilicura;La Reina;488
18-03-2020;Quilicura;Las Condes;1619
18-03-2020;Quilicura;Lo Barnechea;229
18-03-2020;Quilicura;Lo Espejo;85
18-03-2020;Quilicura;Lo Prado;595
18-03-2020;Quilicura;Macul;280
18-03-2020;Quilicura;Maipu;506
18-03-2020;Quilicura;Nunoa;1846
18-03-2020;Quilicura;Pedro Aguirre Cerda;207
18-03-2020;Quilicura;Penalolen;479
18-03-2020;Quilicura;Providencia;2397
18-03-2020;Quilicura;Pudahuel;761
18-03-2020;Quilicura;Puente Alto;535
18-03-2020;Quilicura;Quilicura;11659
18-03-2020;Quilicura;Quinta Normal;402
18-03-2020;Quilicura;Recoleta;1783
18-03-2020;Quilicura;Renca;829
18-03-2020;Quilicura;San Bernardo;191
18-03-2020;Quilicura;San Joaquin;309
18-03-2020;Quilicura;San Miguel;710
18-03-2020;Quilicura;San Ramon;179
18-03-2020;Quilicura;Santiago;9868
18-03-2020;Quilicura;Vitacura;579
18-03-2020;Quinta Normal;Cerrillos;128
18-03-2020;Quinta Normal;Cerro Navia;2121
18-03-2020;Quinta Normal;Conchali;164
18-03-2020;Quinta Normal;El Bosque;86
18-03-2020;Quinta Normal;Estacion Central;839
18-03-2020;Quinta Normal;Huechuraba;135
18-03-2020;Quinta Normal;Independencia;209
18-03-2020;Quinta Normal;La Cisterna;302
18-03-2020;Quinta Normal;La Florida;628
18-03-2020;Quinta Normal;La Granja;44
18-03-2020;Quinta Normal;La Pintana;74
18-03-2020;Quinta Normal;La Reina;287
18-03-2020;Quinta Normal;Las Condes;1583
18-03-2020;Quinta Normal;Lo Barnechea;167
18-03-2020;Quinta Normal;Lo Espejo;81
18-03-2020;Quinta Normal;Lo Prado;954
18-03-2020;Quinta Normal;Macul;253
18-03-2020;Quinta Normal;Maipu;550
18-03-2020;Quinta Normal;Nunoa;873
18-03-2020;Quinta Normal;Pedro Aguirre Cerda;90
18-03-2020;Quinta Normal;Penalolen;183
18-03-2020;Quinta Normal;Providencia;2188
18-03-2020;Quinta Normal;Pudahuel;1225
18-03-2020;Quinta Normal;Puente Alto;411
18-03-2020;Quinta Normal;Quilicura;338
18-03-2020;Quinta Normal;Quinta Normal;3223
18-03-2020;Quinta Normal;Recoleta;566
18-03-2020;Quinta Normal;Renca;608
18-03-2020;Quinta Normal;San Bernardo;256
18-03-2020;Quinta Normal;San Joaquin;293
18-03-2020;Quinta Normal;San Miguel;385
18-03-2020;Quinta Normal;San Ramon;81
18-03-2020;Quinta Normal;Santiago;6779
18-03-2020;Quinta Normal;Vitacura;328
18-03-2020;Recoleta;Cerrillos;426
18-03-2020;Recoleta;Cerro Navia;343
18-03-2020;Recoleta;Conchali;2356
18-03-2020;Recoleta;El Bosque;280
18-03-2020;Recoleta;Estacion Central;2113
18-03-2020;Recoleta;Huechuraba;1676
18-03-2020;Recoleta;Independencia;2662
18-03-2020;Recoleta;La Cisterna;1727
18-03-2020;Recoleta;La Florida;1267
18-03-2020;Recoleta;La Granja;175
18-03-2020;Recoleta;La Pintana;234
18-03-2020;Recoleta;La Reina;450
18-03-2020;Recoleta;Las Condes;2237
18-03-2020;Recoleta;Lo Barnechea;276
18-03-2020;Recoleta;Lo Espejo;168
18-03-2020;Recoleta;Lo Prado;1527
18-03-2020;Recoleta;Macul;421
18-03-2020;Recoleta;Maipu;861
18-03-2020;Recoleta;Nunoa;1644
18-03-2020;Recoleta;Pedro Aguirre Cerda;489
18-03-2020;Recoleta;Penalolen;458
18-03-2020;Recoleta;Providencia;2904
18-03-2020;Recoleta;Pudahuel;954
18-03-2020;Recoleta;Puente Alto;971
18-03-2020;Recoleta;Quilicura;1949
18-03-2020;Recoleta;Quinta Normal;580
18-03-2020;Recoleta;Recoleta;10842
18-03-2020;Recoleta;Renca;553
18-03-2020;Recoleta;San Bernardo;494
18-03-2020;Recoleta;San Joaquin;406
18-03-2020;Recoleta;San Miguel;1687
18-03-2020;Recoleta;San Ramon;295
18-03-2020;Recoleta;Santiago;11252
18-03-2020;Recoleta;Vitacura;608
18-03-2020;Renca;Cerrillos;135
18-03-2020;Renca;Cerro Navia;284
18-03-2020;Renca;Conchali;375
18-03-2020;Renca;El Bosque;73
18-03-2020;Renca;Estacion Central;661
18-03-2020;Renca;Huechuraba;187
18-03-2020;Renca;Independencia;660
18-03-2020;Renca;La Cisterna;257
18-03-2020;Renca;La Florida;341
18-03-2020;Renca;La Granja;46
18-03-2020;Renca;La Pintana;53
18-03-2020;Renca;La Reina;200
18-03-2020;Renca;Las Condes;1315
18-03-2020;Renca;Lo Barnechea;147
18-03-2020;Renca;Lo Espejo;64
18-03-2020;Renca;Lo Prado;250
18-03-2020;Renca;Macul;152
18-03-2020;Renca;Maipu;416
18-03-2020;Renca;Nunoa;686
18-03-2020;Renca;Pedro Aguirre Cerda;103
18-03-2020;Renca;Penalolen;183
18-03-2020;Renca;Providencia;1714
18-03-2020;Renca;Pudahuel;679
18-03-2020;Renca;Puente Alto;207
18-03-2020;Renca;Quilicura;452
18-03-2020;Renca;Quinta Normal;631
18-03-2020;Renca;Recoleta;703
18-03-2020;Renca;Renca;5666
18-03-2020;Renca;San Bernardo;163
18-03-2020;Renca;San Joaquin;203
18-03-2020;Renca;San Miguel;325
18-03-2020;Renca;San Ramon;86
18-03-2020;Renca;Santiago;4238
18-03-2020;Renca;Vitacura;206
18-03-2020;San Bernardo;Cerrillos;236
18-03-2020;San Bernardo;Cerro Navia;96
18-03-2020;San Bernardo;Conchali;149
18-03-2020;San Bernardo;El Bosque;1140
18-03-2020;San Bernardo;Estacion Central;3665
18-03-2020;San Bernardo;Huechuraba;103
18-03-2020;San Bernardo;Independencia;282
18-03-2020;San Bernardo;La Cisterna;917
18-03-2020;San Bernardo;La Florida;550
18-03-2020;San Bernardo;La Granja;80
18-03-2020;San Bernardo;La Pintana;548
18-03-2020;San Bernardo;La Reina;296
18-03-2020;San Bernardo;Las Condes;1687
18-03-2020;San Bernardo;Lo Barnechea;99
18-03-2020;San Bernardo;Lo Espejo;507
18-03-2020;San Bernardo;Lo Prado;360
18-03-2020;San Bernardo;Macul;214
18-03-2020;San Bernardo;Maipu;242
18-03-2020;San Bernardo;Nunoa;1105
18-03-2020;San Bernardo;Pedro Aguirre Cerda;796
18-03-2020;San Bernardo;Penalolen;281
18-03-2020;San Bernardo;Providencia;2466
18-03-2020;San Bernardo;Pudahuel;182
18-03-2020;San Bernardo;Puente Alto;257
18-03-2020;San Bernardo;Quilicura;238
18-03-2020;San Bernardo;Quinta Normal;196
18-03-2020;San Bernardo;Recoleta;713
18-03-2020;San Bernardo;Renca;111
18-03-2020;San Bernardo;San Bernardo;6595
18-03-2020;San Bernardo;San Joaquin;304
18-03-2020;San Bernardo;San Miguel;669
18-03-2020;San Bernardo;San Ramon;112
18-03-2020;San Bernardo;Santiago;5100
18-03-2020;San Bernardo;Vitacura;174
18-03-2020;San Joaquin;Cerrillos;291
18-03-2020;San Joaquin;Cerro Navia;118
18-03-2020;San Joaquin;Conchali;204
18-03-2020;San Joaquin;El Bosque;106
18-03-2020;San Joaquin;Estacion Central;411
18-03-2020;San Joaquin;Huechuraba;85
18-03-2020;San Joaquin;Independencia;263
18-03-2020;San Joaquin;La Cisterna;352
18-03-2020;San Joaquin;La Florida;1798
18-03-2020;San Joaquin;La Granja;134
18-03-2020;San Joaquin;La Pintana;92
18-03-2020;San Joaquin;La Reina;204
18-03-2020;San Joaquin;Las Condes;910
18-03-2020;San Joaquin;Lo Barnechea;85
18-03-2020;San Joaquin;Lo Espejo;120
18-03-2020;San Joaquin;Lo Prado;422
18-03-2020;San Joaquin;Macul;517
18-03-2020;San Joaquin;Maipu;380
18-03-2020;San Joaquin;Nunoa;706
18-03-2020;San Joaquin;Pedro Aguirre Cerda;258
18-03-2020;San Joaquin;Penalolen;233
18-03-2020;San Joaquin;Providencia;1408
18-03-2020;San Joaquin;Pudahuel;405
18-03-2020;San Joaquin;Puente Alto;1263
18-03-2020;San Joaquin;Quilicura;334
18-03-2020;San Joaquin;Quinta Normal;255
18-03-2020;San Joaquin;Recoleta;503
18-03-2020;San Joaquin;Renca;134
18-03-2020;San Joaquin;San Bernardo;235
18-03-2020;San Joaquin;San Joaquin;1165
18-03-2020;San Joaquin;San Miguel;730
18-03-2020;San Joaquin;San Ramon;133
18-03-2020;San Joaquin;Santiago;4063
18-03-2020;San Joaquin;Vitacura;114
18-03-2020;San Miguel;Cerrillos;369
18-03-2020;San Miguel;Cerro Navia;178
18-03-2020;San Miguel;Conchali;321
18-03-2020;San Miguel;El Bosque;507
18-03-2020;San Miguel;Estacion Central;1270
18-03-2020;San Miguel;Huechuraba;214
18-03-2020;San Miguel;Independencia;502
18-03-2020;San Miguel;La Cisterna;2755
18-03-2020;San Miguel;La Florida;935
18-03-2020;San Miguel;La Granja;189
18-03-2020;San Miguel;La Pintana;480
18-03-2020;San Miguel;La Reina;267
18-03-2020;San Miguel;Las Condes;1894
18-03-2020;San Miguel;Lo Barnechea;115
18-03-2020;San Miguel;Lo Espejo;555
18-03-2020;San Miguel;Lo Prado;744
18-03-2020;San Miguel;Macul;344
18-03-2020;San Miguel;Maipu;573
18-03-2020;San Miguel;Nunoa;983
18-03-2020;San Miguel;Pedro Aguirre Cerda;1058
18-03-2020;San Miguel;Penalolen;265
18-03-2020;San Miguel;Providencia;2952
18-03-2020;San Miguel;Pudahuel;459
18-03-2020;San Miguel;Puente Alto;807
18-03-2020;San Miguel;Quilicura;564
18-03-2020;San Miguel;Quinta Normal;310
18-03-2020;San Miguel;Recoleta;1599
18-03-2020;San Miguel;Renca;172
18-03-2020;San Miguel;San Bernardo;547
18-03-2020;San Miguel;San Joaquin;584
18-03-2020;San Miguel;San Miguel;4087
18-03-2020;San Miguel;San Ramon;592
18-03-2020;San Miguel;Santiago;9053
18-03-2020;San Miguel;Vitacura;191
18-03-2020;San Ramon;Cerrillos;66
18-03-2020;San Ramon;Cerro Navia;34
18-03-2020;San Ramon;Conchali;85
18-03-2020;San Ramon;El Bosque;126
18-03-2020;San Ramon;Estacion Central;441
18-03-2020;San Ramon;Huechuraba;60
18-03-2020;San Ramon;Independencia;128
18-03-2020;San Ramon;La Cisterna;1504
18-03-2020;San Ramon;La Florida;1090
18-03-2020;San Ramon;La Granja;483
18-03-2020;San Ramon;La Pintana;608
18-03-2020;San Ramon;La Reina;284
18-03-2020;San Ramon;Las Condes;1054
18-03-2020;San Ramon;Lo Barnechea;97
18-03-2020;San Ramon;Lo Espejo;42
18-03-2020;San Ramon;Lo Prado;158
18-03-2020;San Ramon;Macul;128
18-03-2020;San Ramon;Maipu;86
18-03-2020;San Ramon;Nunoa;534
18-03-2020;San Ramon;Pedro Aguirre Cerda;91
18-03-2020;San Ramon;Penalolen;364
18-03-2020;San Ramon;Providencia;1397
18-03-2020;San Ramon;Pudahuel;85
18-03-2020;San Ramon;Puente Alto;475
18-03-2020;San Ramon;Quilicura;189
18-03-2020;San Ramon;Quinta Normal;98
18-03-2020;San Ramon;Recoleta;453
18-03-2020;San Ramon;Renca;48
18-03-2020;San Ramon;San Bernardo;102
18-03-2020;San Ramon;San Joaquin;150
18-03-2020;San Ramon;San Miguel;623
18-03-2020;San Ramon;San Ramon;1184
18-03-2020;San Ramon;Santiago;2179
18-03-2020;San Ramon;Vitacura;128
18-03-2020;Santiago;Cerrillos;2483
18-03-2020;Santiago;Cerro Navia;4557
18-03-2020;Santiago;Conchali;5044
18-03-2020;Santiago;El Bosque;2037
18-03-2020;Santiago;Estacion Central;15750
18-03-2020;Santiago;Huechuraba;1451
18-03-2020;Santiago;Independencia;5825
18-03-2020;Santiago;La Cisterna;7912
18-03-2020;Santiago;La Florida;11629
18-03-2020;Santiago;La Granja;1123
18-03-2020;Santiago;La Pintana;1722
18-03-2020;Santiago;La Reina;3807
18-03-2020;Santiago;Las Condes;18128
18-03-2020;Santiago;Lo Barnechea;1320
18-03-2020;Santiago;Lo Espejo;1865
18-03-2020;Santiago;Lo Prado;13105
18-03-2020;Santiago;Macul;2862
18-03-2020;Santiago;Maipu;9886
18-03-2020;Santiago;Nunoa;13939
18-03-2020;Santiago;Pedro Aguirre Cerda;3659
18-03-2020;Santiago;Penalolen;4489
18-03-2020;Santiago;Providencia;22807
18-03-2020;Santiago;Pudahuel;8645
18-03-2020;Santiago;Puente Alto;9435
18-03-2020;Santiago;Quilicura;7794
18-03-2020;Santiago;Quinta Normal;6971
18-03-2020;Santiago;Recoleta;10571
18-03-2020;Santiago;Renca;3049
18-03-2020;Santiago;San Bernardo;3934
18-03-2020;Santiago;San Joaquin;2925
18-03-2020;Santiago;San Miguel;9367
18-03-2020;Santiago;San Ramon;2152
18-03-2020;Santiago;Santiago;49445
18-03-2020;Santiago;Vitacura;1779
18-03-2020;Santiago;La Pintana ;1
18-03-2020;Vitacura;Cerrillos;191
18-03-2020;Vitacura;Cerro Navia;583
18-03-2020;Vitacura;Conchali;322
18-03-2020;Vitacura;El Bosque;203
18-03-2020;Vitacura;Estacion Central;1005
18-03-2020;Vitacura;Huechuraba;443
18-03-2020;Vitacura;Independencia;380
18-03-2020;Vitacura;La Cisterna;434
18-03-2020;Vitacura;La Florida;778
18-03-2020;Vitacura;La Granja;138
18-03-2020;Vitacura;La Pintana;291
18-03-2020;Vitacura;La Reina;147
18-03-2020;Vitacura;Las Condes;1974
18-03-2020;Vitacura;Lo Barnechea;204
18-03-2020;Vitacura;Lo Espejo;119
18-03-2020;Vitacura;Lo Prado;710
18-03-2020;Vitacura;Macul;236
18-03-2020;Vitacura;Maipu;689
18-03-2020;Vitacura;Nunoa;553
18-03-2020;Vitacura;Pedro Aguirre Cerda;261
18-03-2020;Vitacura;Penalolen;606
18-03-2020;Vitacura;Providencia;1072
18-03-2020;Vitacura;Pudahuel;524
18-03-2020;Vitacura;Puente Alto;1185
18-03-2020;Vitacura;Quilicura;560
18-03-2020;Vitacura;Quinta Normal;513
18-03-2020;Vitacura;Recoleta;682
18-03-2020;Vitacura;Renca;248
18-03-2020;Vitacura;San Bernardo;232
18-03-2020;Vitacura;San Joaquin;115
18-03-2020;Vitacura;San Miguel;404
18-03-2020;Vitacura;San Ramon;190
18-03-2020;Vitacura;Santiago;3178
18-03-2020;Vitacura;Vitacura;1033
18-03-2020;(En Blanco);Recoleta;1
19-03-2020;Cerrillos;Cerrillos;1399
19-03-2020;Cerrillos;Cerro Navia;26
19-03-2020;Cerrillos;Conchali;62
19-03-2020;Cerrillos;El Bosque;32
19-03-2020;Cerrillos;Estacion Central;907
19-03-2020;Cerrillos;Huechuraba;25
19-03-2020;Cerrillos;Independencia;165
19-03-2020;Cerrillos;La Cisterna;221
19-03-2020;Cerrillos;La Florida;247
19-03-2020;Cerrillos;La Granja;23
19-03-2020;Cerrillos;La Pintana;19
19-03-2020;Cerrillos;La Reina;164
19-03-2020;Cerrillos;Las Condes;952
19-03-2020;Cerrillos;Lo Barnechea;13
19-03-2020;Cerrillos;Lo Espejo;216
19-03-2020;Cerrillos;Lo Prado;56
19-03-2020;Cerrillos;Macul;135
19-03-2020;Cerrillos;Maipu;1435
19-03-2020;Cerrillos;Nunoa;1104
19-03-2020;Cerrillos;Pedro Aguirre Cerda;189
